"refseq_mrna","hgnc_symbol","prot_length"
"NM_001364822","PPHLN1",375
"NM_001364834","PPHLN1",375
"NM_001267574","EIF3C",914
"NM_001037808","EIF3C",914
"NM_001198695","MFAP4",280
"NM_001350015","RABL2B",239
"NM_001350010","RABL2B",239
"NM_001350011","RABL2B",239
"NM_001130923","RABL2B",239
"NM_001350016","RABL2B",239
"NM_001350008","RABL2B",239
"NM_001350013","RABL2B",239
"NM_001350012","RABL2B",239
"NM_001350014","RABL2B",239
"NM_001350017","RABL2B",239
"NM_001350009","RABL2B",239
"NM_001350003","RABL2B",230
"NM_001394054","RABL2B",230
"NM_001130921","RABL2B",230
"NM_001350004","RABL2B",230
"NM_007081","RABL2B",229
"NM_001130922","RABL2B",229
"NM_001350006","RABL2B",229
"NM_001350005","RABL2B",229
"NM_001350007","RABL2B",229
"NM_138270","ATRX",2455
"NM_002749","MAPK7",817
"NM_139034","MAPK7",817
"NM_001160147","DDHD1",880
"NM_001323322","MAPK8",428
"NM_001323330","MAPK8",428
"NM_001323323","MAPK8",428
"NM_001278547","MAPK8",428
"NM_001385032","MEGF11",1141
"NM_001385029","MEGF11",1141
"NM_001385028","MEGF11",1141
"NM_001321214","B9D1",188
"NM_001330149","B9D1",188
"NM_001102664","EPN2",357
"NM_177528","SULT1A2",296
"NM_001001975","ATP5F1D",169
"NM_001142474","NREP",113
"NM_001142475","NREP",113
"NM_183244","PHACTR3",519
"NM_001042483","NUPR1",101
"NM_001270648","SLC5A10",570
"NM_001042450","SLC5A10",597
"NM_152351","SLC5A10",613
"NM_001258323","TP53I11",190
"NM_207033","EDN3",225
"NM_001267585","FBXW10",1053
"NM_001282540","CDRT1",715
"NM_001389630","EXT2",719
"NM_001368135","FOXO3B",291
"NM_001368134","FOXO3B",291
"NM_001257988","TYMP",483
"NM_001257989","TYMP",488
"NM_001382474","ERO1A",469
"NM_001382471","ERO1A",469
"NM_001382475","ERO1A",469
"NM_001382469","ERO1A",469
"NM_001382476","ERO1A",469
"NM_001382468","ERO1A",469
"NM_001382465","ERO1A",469
"NM_001382473","ERO1A",469
"NM_001382467","ERO1A",469
"NM_001382470","ERO1A",469
"NM_001382466","ERO1A",469
"NM_014584","ERO1A",469
"NM_001382464","ERO1A",469
"NM_001382472","ERO1A",469
"NM_005138","SCO2",267
"NM_024661","CCDC51",412
"NM_001256964","CCDC51",412
"NM_014551","NCAPH2",300
"NM_033224","PURB",313
"NM_001144900","MIEF2",206
"NM_148886","MIEF2",466
"NM_001288983","SDAD1",651
"NM_001282903","TRPS1",1295
"NM_014112","TRPS1",1295
"NM_152330","FRMD6",615
"NM_012297","G3BP2",483
"NM_001320681","PTPN20",340
"NM_001352522","PTPN20",340
"NM_001352554","PTPN20",340
"NM_001352548","PTPN20",65
"NM_001352547","PTPN20",65
"NM_001352553","PTPN20",65
"NM_001352549","PTPN20",65
"NM_001320682","PTPN20",65
"NM_001323901","GSG1L",281
"NM_001042364","PTPN20",146
"NM_001352532","PTPN20",146
"NM_001330144","DRG2",344
"NM_001352527","PTPN20",229
"NM_001352528","PTPN20",229
"NM_001352529","PTPN20",229
"NM_001352525","PTPN20",229
"NM_001352530","PTPN20",229
"NM_001352526","PTPN20",229
"NM_001320691","PTPN20",229
"NM_001042360","PTPN20",229
"NM_001363689","EHMT2",1268
"NM_001318833","EHMT2",1268
"NM_001384681","MAP4",1136
"NM_001384756","MAP4",1136
"NM_001134364","MAP4",1136
"NM_001253845","ADM2",149
"NM_001369882","ADM2",149
"NM_001242899","PPP6R2",934
"NM_001316963","BTC",179
"NM_001729","BTC",179
"NM_001351645","PPP6R2",933
"NM_001351644","PPP6R2",933
"NM_014678","PPP6R2",933
"NM_001351646","PPP6R2",933
"NM_001351648","PPP6R2",933
"NM_001657","AREG",253
"NM_001220","CAMK2B",667
"NM_021798","IL21R",539
"NM_001363603","BICD1",828
"NM_001511","CXCL1",108
"NM_000418","IL4R",826
"NM_173802","ETFBKMT",263
"NM_001002266","MARCHF8",292
"NM_175920","LNPEP",1012
"NM_001002266","MARCHF8",241
"NM_001282866","MARCHF8",241
"NM_145021","MARCHF8",241
"NM_001270391","RASSF6",304
"NM_001267552","PEMT",233
"NM_148173","PEMT",200
"NM_007169","PEMT",200
"NM_198120","EBAG9",214
"NM_015957","APIP",243
"NM_001134","AFP",610
"NM_001354717","AFP",610
"NM_001277990","CXCL12",104
"NM_001178134","CXCL12",141
"NM_001005368","ZNF32",274
"NM_001324168","ZNF32",274
"NM_001324165","ZNF32",274
"NM_014494","TNRC6A",1963
"NM_001195677","VAPB",100
"NM_001385535","CAPRIN2",906
"NM_001385526","CAPRIN2",906
"NM_001206856","CAPRIN2",906
"NM_145313","RASGEF1A",482
"NM_015134","MPRIP",1039
"NM_001042440","CAST",751
"NM_001330627","CAST",751
"NM_001042443","CAST",709
"NM_001330633","CAST",709
"NM_199170","PMEPA1",238
"NM_001160418","ZBP1",355
"NM_001346171","ZNF287",762
"NM_020653","ZNF287",762
"NM_001346168","ZNF287",762
"NM_001346169","ZNF287",762
"NM_001346167","ZNF287",762
"NM_001346170","ZNF287",762
"NM_000939","POMC",268
"NM_001319205","POMC",268
"NM_001320487","TRABD",377
"NM_001378765","TRABD",380
"NM_001320488","TRABD",380
"NM_001284330","POLM",509
"NM_001142315","LMO2",159
"NM_001142316","LMO2",159
"NM_001367064","CDKL1",358
"NM_004196","CDKL1",358
"NM_001367065","CDKL1",358
"NM_001172677","ZNF607",696
"NM_001375895","ZNF607",696
"NM_001281718","UBB",230
"NM_001281716","UBB",230
"NM_001281719","UBB",230
"NM_001015885","RAE1",369
"NM_003610","RAE1",369
"NM_052839","PANX2",678
"NM_001190438","NCOR1",915
"NM_001190440","NCOR1",2338
"NM_001164106","MOV10L1",339
"NM_147233","NCOA1",1441
"NM_001164104","MOV10L1",1166
"NM_001040662","VCPKMT",195
"NM_024558","VCPKMT",230
"NM_001719","BMP7",432
"NM_001352471","ZNF248",580
"NM_001352473","ZNF248",580
"NM_001352470","ZNF248",580
"NM_001352491","ZNF248",580
"NM_001352474","ZNF248",580
"NM_001352486","ZNF248",580
"NM_001352489","ZNF248",580
"NM_001352488","ZNF248",580
"NM_021045","ZNF248",580
"NM_001352487","ZNF248",580
"NM_001352490","ZNF248",580
"NM_001352492","ZNF248",580
"NM_001352472","ZNF248",580
"NM_198964","PTHLH",176
"NM_001376474","MLC1",378
"NM_001376475","MLC1",378
"NM_001376476","MLC1",378
"NM_001376473","MLC1",378
"NM_001376483","MLC1",378
"NM_001376478","MLC1",378
"NM_139202","MLC1",378
"NM_001376477","MLC1",378
"NM_001376472","MLC1",378
"NM_019116","UBFD1",310
"NM_001283037","RTF2",231
"NM_001369544","NTRK2",478
"NM_001032282","KLF10",470
"NM_001394615","CREM",283
"NM_001267564","CREM",283
"NM_001003811","TEX11",941
"NM_015052","HECW1",1607
"NM_018080","VPS13C",3586
"NM_001248003","ARNTL2",600
"NM_001394528","ARNTL2",600
"NM_024512","LRRC2",372
"NM_006382","CDRT1",753
"NM_001323304","AURKA",404
"NM_001323305","AURKA",404
"NM_198433","AURKA",404
"NM_001172478","RRM2B",300
"NM_198434","AURKA",404
"NM_198437","AURKA",404
"NM_198435","AURKA",404
"NM_001040630","NCALD",194
"NM_001040627","NCALD",194
"NM_001040629","NCALD",194
"NM_000168","GLI3",1581
"NM_001330593","GRHL2",610
"NM_031898","TEKT3",491
"NM_001288726","ELP4",536
"NM_177959","DOK5",199
"NM_001837","CCR3",356
"NM_178329","CCR3",356
"NM_001135702","YWHAZ",246
"NM_021160","ABHD16A",559
"NM_001128915","CYP24A1",449
"NM_001135700","YWHAZ",246
"NM_145690","YWHAZ",246
"NM_001366295","BCAS1",585
"NM_001366296","BCAS1",585
"NM_003657","BCAS1",585
"NM_001256369","CCR9",358
"NM_006641","CCR9",358
"NM_032042","FAM172A",417
"NM_080631","VPS41",830
"NM_001143806","BDNF",248
"NM_170732","BDNF",248
"NM_001143808","BDNF",248
"NM_001143809","BDNF",248
"NM_001143811","BDNF",248
"NM_170734","BDNF",263
"NM_001352063","DNAI7",723
"NM_018272","DNAI7",723
"NM_001352061","DNAI7",677
"NM_001319978","DNAI7",677
"NM_001204102","DNAI7",677
"NM_001330068","NRP1",907
"NM_001318031","SALL4",617
"NM_001144756","NPFFR2",424
"NM_178498","SLC5A12",619
"NM_178010","SOX5",378
"NM_001258297","NFATC2",926
"NM_173091","NFATC2",926
"NM_001363340","STARD3NL",235
"NM_001077180","METTL9",318
"NM_001030001","RPS29",68
"NM_001136015","ANXA2",340
"NM_001387309","ZNF133",654
"NM_001352457","ZNF133",654
"NM_001387306","ZNF133",654
"NM_001282995","ZNF133",654
"NM_001387308","ZNF133",654
"NM_001387311","ZNF133",654
"NM_001387307","ZNF133",654
"NM_001083330","ZNF133",654
"NM_001387296","ZNF133",654
"NM_001352451","ZNF133",654
"NM_003401","XRCC4",335
"NM_001318013","XRCC4",335
"NM_001385326","C2CD5",1043
"NM_001385325","C2CD5",1043
"NM_001286177","C2CD5",1043
"NM_015339","ADNP",1103
"NM_181442","ADNP",1103
"NM_133376","ITGB1",799
"NM_001304450","ST8SIA1",357
"NM_003034","ST8SIA1",357
"NM_001039459","ELMO1",248
"NM_130442","ELMO1",248
"NM_145044","ZNF501",272
"NM_001317110","MOB1A",217
"NM_001317112","MOB1A",217
"NM_018221","MOB1A",217
"NM_001317111","MOB1A",217
"NM_001242310","EDA2R",319
"NM_001244766","MOB1B",222
"NM_001302835","LYRM1",123
"NM_001369642","LYRM1",123
"NM_001198844","RBM4",174
"NM_003420","ZNF35",528
"NM_012182","FOXB1",326
"NM_001351733","ZNF197",1030
"NM_001351732","ZNF197",1030
"NM_004492","GTF2A2",110
"NM_001320929","GTF2A2",110
"NM_002013","FKBP3",225
"NM_001320930","GTF2A2",110
"NM_004751","GCNT3",439
"NM_001284301","ANLN",1088
"NM_001284302","ANLN",1088
"NM_031889","ENAM",1143
"NM_001174097","LDHB",335
"NM_001369454","ZNF445",1032
"NM_181489","ZNF445",1032
"NM_001029839","TCAIM",71
"NM_001167574","UPK3A",167
"NM_001304550","THUMPD1",354
"NM_017736","THUMPD1",354
"NM_182964","NAV2",2433
"NM_001244963","NAV2",2489
"NM_001346469","ANO10",595
"NM_001204832","ANO10",595
"NM_001346466","ANO10",595
"NM_153645","NUP50",441
"NM_001242450","PHF21B",478
"NM_021035","ZNFX1",1919
"NM_001354514","NDUFAF6",242
"NM_001354525","NDUFAF6",242
"NM_001354524","NDUFAF6",242
"NM_001354522","NDUFAF6",242
"NM_001354515","NDUFAF6",242
"NM_001354528","NDUFAF6",242
"NM_001354527","NDUFAF6",242
"NM_001354518","NDUFAF6",242
"NM_001354532","NDUFAF6",242
"NM_001330582","NDUFAF6",242
"NM_001354521","NDUFAF6",242
"NM_001354519","NDUFAF6",242
"NM_001354530","NDUFAF6",242
"NM_001354533","NDUFAF6",242
"NM_001354529","NDUFAF6",242
"NM_001354531","NDUFAF6",242
"NM_001354517","NDUFAF6",242
"NM_001354516","NDUFAF6",334
"NM_152416","NDUFAF6",334
"NM_001348039","BBS9",853
"NM_001033604","BBS9",853
"NM_017658","KLHL28",572
"NM_001278614","UMOD",674
"NM_152405","JMY",989
"NM_001008389","UMOD",641
"NM_001378234","UMOD",641
"NM_003361","UMOD",641
"NM_001378235","UMOD",641
"NM_001378232","UMOD",641
"NM_001378233","UMOD",641
"NM_001270695","ARHGAP12",842
"NM_001317029","ZNF418",677
"NM_001317028","ZNF418",677
"NM_133460","ZNF418",677
"NM_001262","CDKN2C",169
"NM_001077426","ZNF586",211
"NM_198709","ARSB",414
"NM_007051","FAF1",651
"NM_017652","ZNF586",403
"NM_001247989","MIA2",810
"NM_003435","ZNF134",428
"NM_203356","MIA2",776
"NM_001247988","MIA2",776
"NM_001354147","MIA2",776
"NM_001354149","MIA2",776
"NM_001278239","PTPN5",542
"NM_001278238","PTPN5",542
"NM_000729","CCK",116
"NM_001278236","PTPN5",534
"NM_001039970","PTPN5",534
"NM_080598","DDX39B",429
"NM_004640","DDX39B",429
"NM_001322057","PDE1C",635
"NM_001191056","PDE1C",635
"NM_001098210","CTNNB1",782
"NM_005020","PDE1C",635
"NM_001322056","PDE1C",635
"NM_001191057","PDE1C",710
"NM_001256135","CSE1L",916
"NM_001191058","PDE1C",770
"NM_001322059","PDE1C",770
"NM_001322058","PDE1C",770
"NM_181702","GEM",297
"NM_001040697","UEVLD",472
"NM_001037968","ALAS2",575
"NM_001286239","SPATA6",475
"NM_001161779","PDP1",563
"NM_001161780","PDP1",563
"NM_001034996","RPL14",216
"NM_001365023","RORB",471
"NM_145764","MGST1",156
"NM_001323572","CCP110",992
"NM_001323577","CCP110",992
"NM_145791","MGST1",156
"NM_001260512","MGST1",156
"NM_020300","MGST1",156
"NM_001260511","MGST1",156
"NM_001323570","CCP110",992
"NM_001323571","CCP110",992
"NM_014711","CCP110",992
"NM_001323576","CCP110",992
"NM_001144071","LDHAL6A",333
"NM_001284425","MYRIP",771
"NM_001080556","CFAP52",553
"NM_001282937","STIL",1271
"NM_001165415","LDHA",275
"NM_201222","MAGED2",607
"NM_001317769","STAP1",296
"NM_001105248","TMC5",1007
"NM_198856","EFCAB6",1350
"NM_001285461","IQGAP2",1072
"NM_138412","RDH13",261
"NM_001009183","GEMIN2",240
"NM_001198621","XIRP1",1122
"NM_007216","HPS5",1016
"NM_001350973","PLEKHA8",456
"NM_001350974","PLEKHA8",440
"NM_001363473","PLEKHA8",440
"NM_001256530","TSPO",170
"NM_001304947","KRBA2",411
"NM_001105564","CCHCR1",872
"NM_001394641","CCHCR1",872
"NM_001352572","ACBD5",526
"NM_001352588","ACBD5",526
"NM_001352573","ACBD5",526
"NM_001352569","ACBD5",526
"NM_145698","ACBD5",526
"NM_054031","MRGPRX3",323
"NM_206945","TRPM3",1557
"NM_001281772","ZMYND8",1187
"NM_001184897","PHF8",1050
"NM_001007470","TRPM3",276
"NM_020952","TRPM3",1567
"NM_002166","ID2",135
"NM_206946","TRPM3",1580
"NM_001195296","MIPOL1",443
"NM_001195297","MIPOL1",443
"NM_001011666","CREB5",370
"NM_182899","CREB5",476
"NM_004904","CREB5",502
"NM_031289","GSG1",286
"NM_004580","RAB27A",222
"NM_014231","VAMP1",119
"NM_001097611","KNCN",102
"NM_001278398","LILRB1",635
"NM_006024","TAX1BP1",790
"NM_001362794","TAX1BP1",790
"NM_001362795","TAX1BP1",790
"NM_001040114","MYH11",1980
"NM_001388355","LILRB1",652
"NM_001388357","LILRB1",652
"NM_001081638","LILRB1",652
"NM_001348189","SNX16",345
"NM_022133","SNX16",345
"NM_006669","LILRB1",651
"NM_001388356","LILRB1",652
"NM_001081639","LILRB1",652
"NM_001363613","MANSC1",398
"NM_001384343","HOXA3",444
"NM_030661","HOXA3",444
"NM_001384345","HOXA3",444
"NM_001384346","HOXA3",444
"NM_017668","NDE1",336
"NM_001143979","NDE1",336
"NM_033326","SOX6",809
"NM_024318","LILRA6",482
"NM_181425","FXN",197
"NM_138722","BCL2L14",328
"NM_014647","MARF1",1743
"NM_001987","ETV6",453
"NM_001318199","SNX10",202
"NM_001282332","TSEN34",311
"NM_001128423","MPV17L",197
"NM_016587","CBX3",184
"NM_001077446","TSEN34",311
"NM_001293212","TUBB",427
"NM_182764","ELMO2",721
"NM_002786","PSMA1",264
"NM_021965","PGM5",568
"NM_000262","NAGA",412
"NM_001330297","GLDN",428
"NM_001110213","PRH2",167
"NM_201437","TCEA1",281
"NM_000103","CYP19A1",504
"NM_001347249","CYP19A1",504
"NM_001347250","CYP19A1",504
"NM_001347251","CYP19A1",504
"NM_001347252","CYP19A1",504
"NM_001347253","CYP19A1",504
"NM_001347254","CYP19A1",504
"NM_001347255","CYP19A1",504
"NM_001004301","ZNF813",618
"NM_031226","CYP19A1",504
"NM_001347248","CYP19A1",504
"NM_001040185","ZNF765",524
"NM_001324019","PDXDC1",789
"NM_015027","PDXDC1",789
"NM_006823","PKIA",77
"NM_004133","HNF4G",456
"NM_001353459","ZNF665",679
"NM_024733","ZNF665",679
"NM_001353458","ZNF665",679
"NM_001353457","ZNF665",679
"NM_001389675","SEPTIN3",351
"NM_001389678","SEPTIN3",351
"NM_019106","SEPTIN3",351
"NM_001389677","SEPTIN3",351
"NM_001389679","SEPTIN3",351
"NM_001389674","SEPTIN3",359
"NM_145733","SEPTIN3",359
"NM_001389676","SEPTIN3",359
"NM_001348298","LRRFIP2",504
"NM_001282691","LRRFIP2",504
"NM_145321","OSBPL3",852
"NM_145320","OSBPL3",857
"NM_020824","ARHGAP21",1959
"NM_001367452","ARHGAP21",1959
"NM_001367448","ARHGAP21",1959
"NM_001367450","ARHGAP21",1959
"NM_001367449","ARHGAP21",1959
"NM_001367454","ARHGAP21",1959
"NM_002261","KLRC3",241
"NM_001205254","OCLN",523
"NM_001128610","USP8",1119
"NM_001321681","KIAA1217",867
"NM_001282770","KIAA1217",867
"NM_001079841","OCIAD1",188
"NM_018081","WRAP53",549
"NM_001143992","WRAP53",549
"NM_016655","GABPB1",349
"NM_001363737","RPL7",209
"NM_001079519","FAM177A1",214
"NM_016447","PALS2",541
"NM_001278392","CEACAM18",385
"NM_005897","IPP",585
"NM_198399","ARPP21",90
"NM_001025069","ARPP21",90
"NM_001025068","ARPP21",90
"NM_197950","CLEC7A",169
"NM_176816","CCDC125",512
"NM_001330073","MPDU1",193
"NM_205852","CLEC12B",233
"NM_001319242","CLEC12B",233
"NM_001282885","POLR3H",205
"NM_138338","POLR3H",205
"NM_015881","DKK3",351
"NM_001352047","GALK2",435
"NM_001289031","GALK2",435
"NM_001002269","EXOSC3",165
"NM_001042559","EIF4G2",870
"NM_021249","SNX6",291
"NM_001198624","TNFSF13",206
"NM_172088","TNFSF13",248
"NM_001297709","MFAP5",164
"NM_001369521","TRIM39",489
"NM_001369522","TRIM39",489
"NM_001025389","AMPD3",768
"NM_000480","AMPD3",777
"NM_017784","OSBPL10",765
"NM_001242783","TRIM26",540
"NM_001256160","ATF7IP2",544
"NM_024997","ATF7IP2",683
"NM_001308163","SP140L",521
"NM_001352894","SP140L",521
"NM_001320444","TMEM102",509
"NM_000833","GRIN2A",1465
"NM_000724","CACNB2",606
"NM_001184832","SLC12A1",1100
"NM_000091","COL4A3",1671
"NM_153449","SLC2A14",521
"NM_022902","SLC30A5",766
"NM_001136161","MCMDC2",591
"NM_001042476","CARHSP1",148
"NM_001128227","GNE",754
"NM_001330982","LIMCH1",903
"NM_001330983","LIMCH1",903
"NM_001330793","LIMCH1",903
"NM_001112719","LIMCH1",903
"NM_013257","SGK3",497
"NM_001282657","ZNF143",608
"NM_001386603","ABAT",501
"NM_001386600","ABAT",501
"NM_001386604","ABAT",501
"NM_000663","ABAT",501
"NM_001386606","ABAT",501
"NM_001386613","ABAT",501
"NM_003442","ZNF143",639
"NM_001076677","CLTA",237
"NM_001287012","GLIPR2",63
"NM_004086","COCH",551
"NM_144650","ADHFE1",468
"NM_000092","COL4A4",1691
"NM_015362","ELP5",301
"NM_203414","ELP5",301
"NM_001257376","SCFD1",551
"NM_001039592","SPAG8",486
"NM_052953","LRRC3B",260
"NM_001317808","LRRC3B",260
"NM_001317809","LRRC3B",260
"NM_001145295","NGLY1",559
"NM_197955","C15orf48",84
"NM_001012","RPS8",209
"NM_001039569","AP1S3",155
"NM_001321015","GATM",424
"NM_001482","GATM",424
"NM_212460","ARL4A",201
"NM_018374","TMEM106B",275
"NM_001134232","TMEM106B",275
"NM_001354714","THRB",462
"NM_001374827","THRB",462
"NM_001354711","THRB",462
"NM_001354709","THRB",462
"NM_001354715","THRB",462
"NM_001354713","THRB",462
"NM_001374826","THRB",462
"NM_000461","THRB",462
"NM_001128177","THRB",462
"NM_001289061","STK33",515
"NM_022307","ICA1",484
"NM_022145","CENPK",270
"NM_001940","ATN1",1191
"NM_001173476","SPEG",114
"NM_001154458","SEPTIN12",313
"NM_001304476","STXBP6",211
"NM_001394419","STXBP6",211
"NM_001394417","STXBP6",211
"NM_001394416","STXBP6",211
"NM_152653","UBE2E2",202
"NM_001008228","MOG",225
"NM_000365","TPI1",250
"NM_001134387","ZDHHC4",345
"NM_001134388","ZDHHC4",345
"NM_001371294","ZDHHC4",345
"NM_001371297","ZDHHC4",345
"NM_015711","BICRA",1561
"NM_001318050","SDR16C5",266
"NM_001330213","STK16",306
"NM_001136158","OTUD5",567
"NM_001014795","ILK",453
"NM_001039589","DPH2",262
"NM_024085","ATG9A",840
"NM_005710","PQBP1",266
"NM_001032384","PQBP1",266
"NM_001167992","PQBP1",266
"NM_152687","GAPT",158
"NM_001370412","ARFIP2",342
"NM_001370406","ARFIP2",342
"NM_001370411","ARFIP2",342
"NM_012402","ARFIP2",342
"NM_001376561","ARFIP2",342
"NM_001370413","ARFIP2",342
"NM_001376559","ARFIP2",342
"NM_001370409","ARFIP2",342
"NM_001376560","ARFIP2",342
"NM_001376558","ARFIP2",342
"NM_001167947","TIMM17B",223
"NM_001387551","UNC13B",1623
"NM_181657","LTB4R",353
"NM_001385756","ZNF384",578
"NM_001385759","ZNF384",578
"NM_001135734","ZNF384",578
"NM_001286367","NOP9",536
"NM_030959","OR12D3",317
"NM_001127582","ING4",250
"NM_001321435","TMBIM1",312
"NM_001321430","TMBIM1",312
"NM_001321429","TMBIM1",312
"NM_001002880","CBY1",127
"NM_138452","DHRS1",314
"NM_001033858","DCLRE1C",573
"NM_001042545","LTBP4",1558
"NM_001098504","DDX17",732
"NM_001080472","FITM2",263
"NM_152221","CSNK1E",417
"NM_001199821","MDP1",123
"NM_001297570","IL31RA",583
"NM_145909","ZSCAN31",407
"NM_001330324","IFFO1",560
"NM_001143832","LEUTX",169
"NM_033083","EAF1",269
"NM_033092","TRIM5",348
"NM_001324343","ZSCAN32",698
"NM_001324346","ZSCAN32",698
"NM_001284527","ZSCAN32",698
"NM_001014842","TM9SF1",490
"NM_001042600","MAP4K1",822
"NM_001256799","GAPDH",294
"NM_001289746","GAPDH",336
"NM_001289745","GAPDH",336
"NM_033208","TIGD7",550
"NM_001278610","MYBL2",677
"NM_001385400","IRF9",394
"NM_001385401","IRF9",394
"NM_006084","IRF9",394
"NM_001385402","IRF9",394
"NM_001349385","SLC38A9",562
"NM_001349384","SLC38A9",562
"NM_001349383","SLC38A9",562
"NM_001349382","SLC38A9",562
"NM_173514","SLC38A9",562
"NM_198087","ZNF200",395
"NM_001145448","ZNF200",395
"NM_001145447","ZNF200",395
"NM_001145446","ZNF200",395
"NM_001040661","SLC29A4",531
"NM_153247","SLC29A4",531
"NM_001134655","ZNF213",460
"NM_004220","ZNF213",460
"NM_172095","CATSPER2",531
"NM_006941","SOX10",467
"NM_001308078","IL32",235
"NM_001282157","FTSJ1",193
"NM_005330","HBE1",148
"NM_139239","NFKBID",314
"NM_001365705","NFKBID",314
"NM_001321831","NFKBID",314
"NM_001365706","NFKBID",314
"NM_001204513","RBAK-RBAKDN",114
"NM_001367856","PROSER3",481
"NM_001039887","PROSER3",481
"NM_021163","RBAK",715
"NM_001204456","RBAK",715
"NM_001037537","PHYH",239
"NM_001323084","PHYH",239
"NM_001323080","PHYH",239
"NM_001098502","CHCHD4",143
"NM_001130858","PPIP5K1",1434
"NM_006803","AP3M2",419
"NM_001197248","BTN3A2",312
"NM_181357","DCAF11",521
"NM_032415","CARD11",1155
"NM_001324281","CARD11",1155
"NM_006350","FST",318
"NM_030774","OR51E2",321
"NM_152430","OR51E1",319
"NM_004531","MOCS2",189
"NM_001007073","RPL32",136
"NM_001007074","RPL32",136
"NM_001142500","FLYWCH2",141
"NM_138439","FLYWCH2",141
"NM_006962","ZNF182",640
"NM_001178099","ZNF182",640
"NM_001018073","PCK2",442
"NM_001042521","C2orf88",96
"NM_152455","ZSCAN29",853
"NM_003342","UBE2G1",171
"NM_003526","H2BC4",127
"NM_001256236","PGAP2",312
"NM_001256237","PGAP2",312
"NM_001283038","PGAP2",312
"NM_001283040","PGAP2",312
"NM_001346397","PGAP2",312
"NM_001346402","PGAP2",312
"NM_001363198","GPAT4",457
"NM_178819","GPAT4",457
"NM_001363197","GPAT4",457
"NM_001144856","PLEKHG6",791
"NM_001256235","PGAP2",273
"NM_001145252","CFP",470
"NM_001354769","NRL",238
"NM_001374261","PPARG",249
"NM_001374262","PPARG",249
"NM_001330615","PPARG",249
"NM_001374266","PPARG",249
"NM_139131","NUP98",921
"NM_005387","NUP98",938
"NM_001354666","PPARG",476
"NM_001362793","EIF3B",815
"NM_003751","EIF3B",815
"NM_001362791","EIF3B",815
"NM_005037","PPARG",476
"NM_001385056","CPNE6",558
"NM_001385058","CPNE6",558
"NM_001385057","CPNE6",558
"NM_139009","HFE",326
"NM_001166056","PEPD",453
"NM_000885","ITGA4",1033
"NM_174958","ATP2A3",1030
"NM_005173","ATP2A3",1000
"NM_001282918","RALGAPB",1492
"NM_174957","ATP2A3",999
"NM_198950","NUDT1",157
"NM_001367554","NUDT1",157
"NM_001367553","NUDT1",157
"NM_198952","NUDT1",180
"NM_080599","UPF2",1273
"NM_001146289","P3H1",698
"NM_000861","HRH1",488
"NM_001098486","SLC17A3",499
"NM_001105570","NUDT19",376
"NM_001313903","NFE2L2",606
"NM_001313902","NFE2L2",606
"NM_006164","NFE2L2",606
"NM_001313900","NFE2L2",590
"NM_001313901","NFE2L2",590
"NM_001313904","NFE2L2",590
"NM_001145412","NFE2L2",590
"NM_001761","CCNF",787
"NM_001323538","CCNF",787
"NM_001297668","ART5",240
"NM_053017","ART5",292
"NM_031940","TM2D2",172
"NM_001282991","DHRS4",159
"NM_001282989","DHRS4",193
"NM_001683","ATP2B2",1199
"NM_001377396","TMEM267",216
"NM_022483","TMEM267",216
"NM_001377397","TMEM267",216
"NM_001377401","TMEM267",216
"NM_001377402","TMEM267",216
"NM_001377399","TMEM267",216
"NM_001375864","RAPGEF4",1012
"NM_007023","RAPGEF4",1012
"NM_001375870","RAPGEF4",1012
"NM_001375865","RAPGEF4",1012
"NM_001375868","RAPGEF4",1012
"NM_001375866","RAPGEF4",1012
"NM_001375874","RAPGEF4",1012
"NM_001375871","RAPGEF4",1012
"NM_001375867","RAPGEF4",1012
"NM_001300951","ZNF91",1160
"NM_006711","RNPS1",306
"NM_001100397","RAPGEF4",868
"NM_001098201","GPER1",376
"NM_015850","FGFR1",821
"NM_001039966","GPER1",376
"NM_001303474","GPR146",334
"NM_138445","GPR146",334
"NM_001318252","C7orf50",195
"NM_001134396","C7orf50",195
"NM_001174067","FGFR1",821
"NM_001136232","SEC13",309
"NM_001365878","C1QTNF6",279
"NM_182486","C1QTNF6",279
"NM_001751","CARS1",749
"NM_001378137","CARS1",749
"NM_001378140","CARS1",749
"NM_001174065","FGFR1",821
"NM_032452","JPH4",629
"NM_001378","DYNC1I2",639
"NM_001354675","AP1G2",786
"NM_001354673","AP1G2",786
"NM_001282474","AP1G2",786
"NM_003917","AP1G2",786
"NM_201443","TEAD4",306
"NM_001199174","MLST8",327
"NM_007153","ZNF208",1281
"NM_006251","PRKAA1",560
"NM_001355036","PRKAA1",560
"NM_001355029","PRKAA1",560
"NM_001355035","PRKAA1",560
"NM_001355037","PRKAA1",560
"NM_001355028","PRKAA1",560
"NM_153260","LRRC57",240
"NM_001167823","BLCAP",88
"NM_001160408","TULP3",502
"NM_001014764","EMC6",111
"NM_001317075","BLCAP",88
"NM_001167821","BLCAP",88
"NM_001167822","BLCAP",88
"NM_001317074","BLCAP",88
"NM_001001851","ITIH5",703
"NM_030569","ITIH5",943
"NM_013416","NCF4",349
"NM_018225","SMU1",514
"NM_001387339","MANBAL",57
"NM_001387336","MANBAL",57
"NM_001387337","MANBAL",57
"NM_001387338","MANBAL",57
"NM_001376533","MANBAL",86
